bnf_key,bnf_code_branded,bnf_name_branded,drug_dressing_appliances_branded,form_branded,dosage_branded,chem_name_branded,nic_sum_branded,items_sum_branded,nic_per_item_branded,bnf_code_generic,bnf_name_generic,drug_dressing_appliances_generic,form_generic,dosage_generic,chem_name_generic,nic_sum_generic,items_sum_generic,nic_per_item_generic,diff_branded_to_generic
1302010U0AE,1302010U0BCAAAE,Calmurid_Crm,Calmurid,Crm,NA,Urea,3690.35,220,16.77431818181818,1302010U0AAAEAE,Urea/Lactic Acid_Crm 10%/5%,Urea/Lactic Acid,Crm,10%/5%,Urea,972.5,72,13.506944444444445,3.2673737373737364
1304000F0AB,1304000F0BBADAB,Betnovate RD_Crm 0.025%,Betnovate RD,Crm,0.025%,Betamethasone Valerate,762.3,220,3.465,1304000F0AAABAB,Betameth Val_Crm 0.025% (1 in 4),Betameth Val,Crm,0.025% (1 in 4),Betamethasone Valerate,2945.21,900,3.2724555555555557,0.19254444444444418
0107020J0AB,0107020J0BCAAAB,Anusol HC_Suppos,Anusol HC,Suppos,NA,Hydrocortisone,505.33,219,2.3074429223744293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0408010A0AA,0408010A0BBAAAA,Keppra_Tab 250mg,Keppra,Tab,250mg,Levetiracetam,7187.24,217,33.12092165898618,0408010A0AAAAAA,Levetiracetam_Tab 250mg,Levetiracetam,Tab,250mg,Levetiracetam,19415.03,2538,7.6497360126083525,25.471185646377826
0408010H0AA,0408010H0BBABAA,Lamictal_Tab 100mg,Lamictal,Tab,100mg,Lamotrigine,17941.77,217,82.68096774193549,0408010H0AAAAAA,Lamotrigine_Tab 100mg,Lamotrigine,Tab,100mg,Lamotrigine,48309.84,3462,13.954315424610051,68.72665231732543
0206010K0AF,0206010K0BBADAF,Elantan LA 50_Cap 50mg,Elantan LA 50,Cap,50mg,Isosorbide Mononitrate,863.34,216,3.9969444444444444,0206010K0AAAFAF,Isosorbide Mononit_Cap 50mg M/R,Isosorbide Mononit,Cap,50mg M/R,Isosorbide Mononitrate,986,277,3.55956678700361,0.43737765744083434
0604011L0AP,0604011L0BKACAP,Femoston 1/10mg_Tab,Femoston 1/10mg,Tab,NA,Estradiol with Progestogen,4271.64,216,19.776111111111113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0604012S0AL,0604012S0BDAAAL,Utrogestan_Cap 100mg,Utrogestan,Cap,100mg,Progesterone,2171.01,215,10.097720930232558,0604012S0AAALAL,Progesterone_Cap 100mg (Micronised),Progesterone,Cap,100mg (Micronised),Progesterone,1508.57,129,11.694341085271317,-1.5966201550387584
0905030G0BY,0905030G0BPACBY,Duraphat_Fluoride Toothpaste (5000ppm),Duraphat,Fluoride,Toothpaste (5000ppm),Sodium Fluoride,2125.5,215,9.886046511627907,0905030G0AABYBY,Sod Fluoride_Dental Paste 1.1% S/F,Sod Fluoride,Dental,Paste 1.1% S/F,Sodium Fluoride,812.5,81,10.030864197530864,-0.1448176859029573
0304010G0AC,0304010G0BCAAAC,Piriton_Tab 4mg,Piriton,Tab,4mg,Chlorphenamine Maleate,153.85,214,0.7189252336448598,0304010G0AAACAC,Chlorphenamine Mal_Tab 4mg,Chlorphenamine Mal,Tab,4mg,Chlorphenamine Maleate,3746.58,2822,1.3276328844790928,-0.608707650834233
0304030C0A2,0304030C0BEAAA2,Epipen Jr_Auto-Inj 1/2000 150mcg/0.3ml,Epipen Jr,Auto-Inj,1/2000 150mcg/0.3ml,Adrenaline,13382.289999999999,214,62.534065420560744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601060U0A0,0601060U0BHAAA0,Ketostix (Reagent)_Strips,Ketostix (Reagent),Strips,NA,Urine Testing Reagents,731.34,213,3.4335211267605636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBTYA0,Fresubin Jucy_Drink (5 Flav),Fresubin Jucy,Drink,(5 Flav),Enteral Nutrition,9543.48,213,44.80507042253521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0103050P0AA,0103050P0BFABAA,Mepradec_Cap E/C 20mg,Mepradec,Cap,E/C 20mg,Omeprazole,183.13,212,0.8638207547169812,0103050P0AAAAAA,Omeprazole_Cap E/C 20mg,Omeprazole,Cap,E/C 20mg,Omeprazole,96867.14,105620,0.9171287634917629,-0.0533080087747817
0107020J0AE,0107020J0BFACAE,Uniroid Hc_Oint,Uniroid Hc,Oint,NA,Hydrocortisone,939.0600000000001,210,4.471714285714286,0107020J0AAAEAE,Cinchocaine HCl/Hydrocort_Oint 0.5%/0.5%,Cinchocaine HCl/Hydrocort,Oint,0.5%/0.5%,Hydrocortisone,3091.66,282,10.963333333333333,-6.4916190476190465
0407041A0AA,0407041A0BBAAAA,Migraleve Complete_Tab,Migraleve Complete,Tab,NA,Analgesics with Anti-Emetics,1378.7,210,6.5652380952380955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190700000BA,190700000BBBQBA,Nutilis_Pdr,Nutilis,Pdr,NA,Other Base/Dil/SuspAgent/StabiliserPreps,5565,209,26.626794258373206,190700000AABABA,Starch Maize Modified_Pdr G/F,Starch Maize Modified,Pdr,G/F,Other Base/Dil/SuspAgent/StabiliserPreps,823.28,34,24.214117647058824,2.4126766113143816
0206010K0AE,0206010K0BKAAAE,Imdur_Durule 60mg,Imdur,Durule,60mg,Isosorbide Mononitrate,2405.13,208,11.563125000000001,0206010K0AAAEAE,Isosorbide Mononit_Tab 60mg M/R,Isosorbide Mononit,Tab,60mg M/R,Isosorbide Mononitrate,15891.73,1728,9.19660300925926,2.3665219907407415
0301011E0AE,0301011E0BEAAAE,Formoterol Easyhaler_12mcg (120 D),Formoterol Easyhaler,12mcg,(120 D),Formoterol Fumarate,5201.25,208,25.006009615384617,0301011E0AAAEAE,Formoterol Fumar_Pdr For Inh 12mcg(120D),Formoterol Fumar,Pdr,For Inh 12mcg(120D),Formoterol Fumarate,522.5,21,24.88095238095238,0.12505723443223715
0402010ABAV,0402010ABBIAAAV,Biquelle XL_Tab 50mg,Biquelle XL,Tab,50mg,Quetiapine,3803.63,208,18.286682692307693,0402010ABAAAVAV,Quetiapine_Tab 50mg M/R,Quetiapine,Tab,50mg M/R,Quetiapine,8081.79,187,43.21812834224599,-24.931445649938297
090402000A0,090402000BBLJA0,Foodlink_Complete Pdr (5 Flav),Foodlink,Complete,Pdr (5 Flav),Enteral Nutrition,4188.8,208,20.138461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402010ABAY,0402010ABBHAEAY,Zaluron XL_Tab 400mg,Zaluron XL,Tab,400mg,Quetiapine,8780.84,207,42.419516908212564,0402010ABAAAYAY,Quetiapine_Tab 400mg M/R,Quetiapine,Tab,400mg M/R,Quetiapine,11336.39,143,79.27545454545454,-36.85593763724197
1305020V0AA,1305020V0BCAAAA,Sebco_Oint,Sebco,Oint,NA,Cocois,2843.5,207,13.73671497584541,1305020V0AAAAAA,Cocois Co_Oint,Cocois Co,Oint,NA,Cocois,158.88,12,13.24,0.4967149758454106
0206010F0CI,0206010F0BWAACI,Nitromin_P/Spy 400mcg (180 D),Nitromin,P/Spy,400mcg (180 D),Glyceryl Trinitrate,554.93,205,2.7069756097560975,0206010F0AACICI,Glyceryl Trinit_Sub P/Spy 400mcg (180D),Glyceryl Trinit,Sub,P/Spy 400mcg (180D),Glyceryl Trinitrate,6651.11,4276,1.5554513564078578,1.1515242533482397
0906040G0CC,0906040G0BRACCC,Calcichew D3_Capl 500mg/400u,Calcichew D3,Capl,500mg/400u,Colecalciferol,901.17,205,4.395951219512195,0906040G0AACCCC,Colecal & Calc_Tab 400u/1.25g,Colecal & Calc,Tab,400u/1.25g,Colecalciferol,597.18,139,4.296258992805755,0.0996922267064404
040702040AD,040702040BNAEAD,Marol_Tab 150mg M/R (Teva),Marol,Tab,150mg M/R (Teva),Tramadol Hydrochloride,1856.51,204,9.100539215686274,040702040AAADAD,Tramadol HCl_Tab 150mg M/R,Tramadol HCl,Tab,150mg M/R,Tramadol Hydrochloride,1485.98,66,22.514848484848486,-13.414309269162212
0103050E0AA,0103050E0BBAAAA,Nexium_Tab 20mg,Nexium,Tab,20mg,Esomeprazole,6845.02,203,33.71931034482759,0103050E0AAAAAA,Esomeprazole_Tab E/C 20mg,Esomeprazole,Tab,E/C 20mg,Esomeprazole,8353.710000000001,2356,3.545717317487267,30.173593027340324
0206020C0AX,0206020C0BFAJAX,Adizem-XL_Cap 200mg,Adizem-XL,Cap,200mg,Diltiazem Hydrochloride,1467.4099999999999,203,7.2286206896551715,0206020C0AAAXAX,Diltiazem HCl_Cap 200mg M/R,Diltiazem HCl,Cap,200mg M/R,Diltiazem Hydrochloride,1010.38,153,6.603790849673203,0.6248298399819685
0302000K0BB,0302000K0BDADBB,Symbicort_Inh Pressurised 200/6mcg(120D),Symbicort,Inh,Pressurised 200/6mcg(120D),Budesonide,6384,203,31.448275862068964,0302000K0AABBBB,Budesonide/Formoterol_Inha200/6(120D)CFF,Budesonide/Formoterol,Inha200/6(120D)CFF,NA,Budesonide,1932,59,32.74576271186441,-1.297486849795444
090401000A0,090401000BBFMA0,Nutriprem 2_Pdr,Nutriprem 2,Pdr,NA,Other Food For Special Diet Preps,7144.07,203,35.19246305418719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130201000CD,130201000BBKKCD,Oilatum Jnr_Crm (Liq),Oilatum Jnr,Crm,(Liq),Other Emollient Preps,1226.49,203,6.041822660098522,130201000AACDCD,Liq Paraf Light/Wte Soft Paraf_Crm 6/15%,Liq Paraf Light/Wte Soft Paraf,Crm,6/15%,Other Emollient Preps,366.21000000000004,67,5.465820895522389,0.5760017645761337
1404000G0AC,1404000G0BCACAC,Engerix B_Vac 20mcg/ml 1ml Pfs,Engerix B,Vac,20mcg/ml 1ml Pfs,Hepatitis B,2806.01,203,13.822709359605913,1404000G0AAACAC,Hepat B_Vac 20mcg/ml 1ml Pfs,Hepat B,Vac,20mcg/ml 1ml Pfs,Hepatitis B,90.92999999999999,2,45.464999999999996,-31.642290640394084
0206020C0AV,0206020C0BFAEAV,Adizem-SR_Cap 180mg,Adizem-SR,Cap,180mg,Diltiazem Hydrochloride,2702.84,202,13.38039603960396,0206020C0AAAVAV,Diltiazem HCl_Cap 180mg M/R,Diltiazem HCl,Cap,180mg M/R,Diltiazem Hydrochloride,2976.2599999999998,223,13.346457399103137,0.03393864050082307
0102000P0AD,0102000P0BCAEAD,Colofac MR_Cap 200mg,Colofac MR,Cap,200mg,Mebeverine Hydrochloride,1413.09,201,7.030298507462686,0102000P0AAADAD,Mebeverine HCl_Cap 200mg M/R,Mebeverine HCl,Cap,200mg M/R,Mebeverine Hydrochloride,7835.16,1179,6.645597964376591,0.3847005430860957
1303000I0AA,1303000I0BBABAA,Eurax_Crm 10%,Eurax,Crm,10%,Crotamiton,1063.9,201,5.293034825870647,1303000I0AAAAAA,Crotamiton_Crm 10%,Crotamiton,Crm,10%,Crotamiton,1231.85,243,5.069341563786008,0.22369326208463924
0704020ABAA,0704020ABBBAAAA,Vesicare_Tab 5mg,Vesicare,Tab,5mg,Solifenacin,6750.33,198,34.09257575757576,0704020ABAAAAAA,Solifenacin_Tab 5mg,Solifenacin,Tab,5mg,Solifenacin,166908.63999999998,5938,28.108561805321653,5.984013952254106
0704020Z0AD,0704020Z0BBABAD,Regurin XL_Cap 60mg,Regurin XL,Cap,60mg,Trospium Chloride,4287.18,198,21.652424242424242,0704020Z0AAADAD,Trospium Chlor_Cap 60mg M/R,Trospium Chlor,Cap,60mg M/R,Trospium Chloride,11886.98,522,22.77199233716475,-1.119568094740508
0404000M0AQ,0404000M0BGAEAQ,Medikinet XL_Cap 20mg,Medikinet XL,Cap,20mg,Methylphenidate Hydrochloride,5790.53,197,29.393553299492385,0404000M0AAAQAQ,Methylphenidate HCl_Cap 20mg M/R,Methylphenidate HCl,Cap,20mg M/R,Methylphenidate Hydrochloride,490,15,32.666666666666664,-3.273113367174279
110801000A0,110801000BLAPA0,Blephasol_Lot,Blephasol,Lot,NA,Other Eye Tear/Lubricant/AstringentPreps,1603.89,197,8.141573604060914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304000F0BB,1304000F0BBAHBB,Betnovate RD_Oint 0.025%,Betnovate RD,Oint,0.025%,Betamethasone Valerate,727.65,197,3.6936548223350254,1304000F0AABBBB,Betameth Val_Oint 0.025% (1 in 4),Betameth Val,Oint,0.025% (1 in 4),Betamethasone Valerate,2198.7,648,3.3930555555555553,0.30059926677947013
0408010C0AP,0408010C0BBADAP,Tegretol_Liq 100mg/5ml S/F,Tegretol,Liq,100mg/5ml S/F,Carbamazepine,3429.05,196,17.495153061224492,0408010C0AAAPAP,Carbamazepine_Oral Susp 100mg/5ml S/F,Carbamazepine,Oral,Susp 100mg/5ml S/F,Carbamazepine,4840.34,272,17.795367647058825,-0.3002145858343326
1106000Z0AS,1106000Z0BHAAAS,Tiopex_Gel Eye Dps 1mg/g 0.4g Ud,Tiopex,Gel,Eye Dps 1mg/g 0.4g Ud,Timolol,1934.92,195,9.922666666666666,1106000Z0AAASAS,Timolol_Gel Eye Dps 1mg/g 0.4g Ud P/F,Timolol,Gel,Eye Dps 1mg/g 0.4g Ud P/F,Timolol,2254.4900000000002,221,10.201312217194571,-0.2786455505279051
0601060D0A0,0601060D0CEABA0,Microdot+ (Reagent)_Strips,Microdot+ (Reagent),Strips,NA,Glucose Blood Testing Reagents,2989.35,194,15.409020618556701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0803042P0AC,0803042P0BBABAC,Decapeptyl SR_Inj 11.25mg Vl + Dil,Decapeptyl SR,Inj,11.25mg Vl + Dil,Triptorelin (Acetate),40572,194,209.1340206185567,0803042P0AAACAC,Triptorelin_Inj 11.25mg Vl + Dil,Triptorelin,Inj,11.25mg Vl + Dil,Triptorelin (Acetate),8694,42,207,2.13402061855669
090402000A0,090402000BBZJA0,Aymes Shake_Pdr Sach 57g (Vanilla),Aymes Shake,Pdr,Sach 57g (Vanilla),Enteral Nutrition,2908.2,194,14.990721649484534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601060D0A0,0601060D0BWAAA0,FreeStyle (Reagent)_Strips,FreeStyle (Reagent),Strips,NA,Glucose Blood Testing Reagents,10014.2,192,52.15729166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601040H0AE,0601040H0BDAAAE,GlucaGen_HypoKit Inj 1mg Vl + Dil,GlucaGen,HypoKit,Inj 1mg Vl + Dil,Glucagon,2810.88,191,14.716649214659686,0601040H0AAAEAE,Glucagon_Inj (rys) 1mg Vl + Dil,Glucagon,Inj,(rys) 1mg Vl + Dil,Glucagon,2338.56,148,15.801081081081081,-1.0844318664213954
0106010E0AH,0106010E0BKAAAH,Fybogel_H/Fbre Gran Eff Sach3.5g OrngS/F,Fybogel,H/Fbre,Gran Eff Sach3.5g OrngS/F,Ispaghula Husk,1515.36,189,8.017777777777777,0106010E0AAAHAH,Ispag Husk_Gran Eff Sach 3.5g Orange S/F,Ispag Husk,Gran,Eff Sach 3.5g Orange S/F,Ispaghula Husk,473.04,98,4.826938775510205,3.1908390022675723
0407020Q0CD,0407020Q0BHACCD,Sevredol_Tab 10mg,Sevredol,Tab,10mg,Morphine Sulfate,1320.76,189,6.988148148148148,0407020Q0AACDCD,Morph Sulf_Tab 10mg,Morph Sulf,Tab,10mg,Morphine Sulfate,1432.51,246,5.823211382113821,1.1649367660343266
0407020Q0EB,0407020Q0BKADEB,Zomorph_Cap 100mg,Zomorph,Cap,100mg,Morphine Sulfate,3456.9900000000002,188,18.388244680851066,0407020Q0AAEBEB,Morph Sulf_Cap 100mg M/R,Morph Sulf,Cap,100mg M/R,Morphine Sulfate,377.13,15,25.142,-6.753755319148933
130201000A0,130201000BBAUA0,E45_Lot,E45,Lot,NA,Other Emollient Preps,960.92,188,5.11127659574468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309000L0AB,1309000L0BCAAAB,Dermax Therapeutic_Shampoo 0.5%,Dermax Therapeutic,Shampoo,0.5%,Benzalkonium Chloride,1257.49,188,6.688776595744681,1309000L0AAABAB,Benzalk Chlor_Shampoo 0.5%,Benzalk Chlor,Shampoo,0.5%,Benzalkonium Chloride,244.67000000000002,42,5.8254761904761905,0.8633004052684905
0206020C0AU,0206020C0BMABAU,Zemtard 120 XL_Cap 120mg,Zemtard 120 XL,Cap,120mg,Diltiazem Hydrochloride,1391.79,186,7.482741935483871,0206020C0AAAUAU,Diltiazem HCl_Cap 120mg M/R,Diltiazem HCl,Cap,120mg M/R,Diltiazem Hydrochloride,2172.94,231,9.406666666666666,-1.9239247311827956
0703010F0AE,0703010F0BRAAAE,Millinette_Tab 30/75mcg,Millinette,Tab,30/75mcg,Combined Ethinylestradiol 30mcg,1295.49,186,6.965,0703010F0AAAEAE,Ethinylestr/Gestodene_Tab 30mcg/75mcg,Ethinylestr/Gestodene,Tab,30mcg/75mcg,Combined Ethinylestradiol 30mcg,423.88,40,10.597,-3.6319999999999997
0904010H0AA,0904010H0BDALAA,Juvela_G/F Fresh Loaf Wte (Cut),Juvela,G/F,Fresh Loaf Wte (Cut),Gluten Free Bread,5343.12,186,28.726451612903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305030C0AA,1305030C0BBAAAA,Protopic_Oint 0.1%,Protopic,Oint,0.1%,Tacrolimus,7194.240000000001,186,38.678709677419356,1305030C0AAAAAA,Tacrolimus_Oint 0.1%,Tacrolimus,Oint,0.1%,Tacrolimus,12090.720000000001,309,39.128543689320395,-0.44983401190103933
1002020S0AB,1002020S0BBAAAB,Robaxin-750_Tab 750mg,Robaxin-750,Tab,750mg,Methocarbamol,2397.13,185,12.95745945945946,1002020S0AAABAB,Methocarbamol_Tab 750mg,Methocarbamol,Tab,750mg,Methocarbamol,4852.44,393,12.347175572519083,0.6102838869403779
0408010H0AB,0408010H0BBAAAB,Lamictal_Tab 50mg,Lamictal,Tab,50mg,Lamotrigine,8612.97,184,46.80961956521739,0408010H0AAABAB,Lamotrigine_Tab 50mg,Lamotrigine,Tab,50mg,Lamotrigine,26380.18,3261,8.089598282735357,38.72002128248203
0408010W0AB,0408010W0BBAAAB,Epilim_Crble Tab 100mg,Epilim,Crble,Tab 100mg,Sodium Valproate,1310.19,184,7.120597826086957,0408010W0AAABAB,Sod Valpr_Tab 100mg,Sod Valpr,Tab,100mg,Sodium Valproate,1332.02,315,4.228634920634921,2.8919629054520364
1310012F0AB,1310012F0BBAAAB,Fucidin_Crm 20mg/g,Fucidin,Crm,20mg/g,Fusidic Acid,516.93,184,2.809402173913043,1310012F0AAABAB,Fusidic Acid_Crm 2%,Fusidic Acid,Crm,2%,Fusidic Acid,9157.62,4510,2.0305144124168515,0.7788877614961915
0301030S0AD,0301030S0BHACAD,Slo-Phyllin_Cap 250mg,Slo-Phyllin,Cap,250mg,Theophylline,775.43,183,4.237322404371584,0301030S0AAADAD,Theophylline_Cap 250mg M/R,Theophylline,Cap,250mg M/R,Theophylline,192.51,32,6.0159375,-1.7786150956284157
1106000ADAA,1106000ADBBAAAA,Xalacom_Eye Dps 50mcg/5mg/ml,Xalacom,Eye,Dps 50mcg/5mg/ml,Latanoprost & Timolol,3780.48,183,20.658360655737706,1106000ADAAAAAA,Latanoprost/Timolol_Eye Dps 50mcg/5mg/ml,Latanoprost/Timolol,Eye,Dps 50mcg/5mg/ml,Latanoprost & Timolol,8795.75,1135,7.749559471365639,12.908801184372066
1305020C0CX,1305020C0BRAACX,Exorex_Lot,Exorex,Lot,NA,Tars,3003.3799999999997,183,16.411912568306008,1305020C0AACXCX,Coal Tar_Soln 5% Cutaneous Emuls,Coal Tar,Soln,5% Cutaneous Emuls,Tars,389.62,28,13.915000000000001,2.4969125683060067
1502010J0EL,1502010J0BWAAEL,Ralvo_Medic Plastr 700mg,Ralvo,Medic,Plastr 700mg,Lidocaine Hydrochloride,11189.99,183,61.14748633879781,1502010J0AAELEL,Lido_Medic Plastr 5%,Lido,Medic,Plastr 5%,Lidocaine Hydrochloride,56918.44,731,77.86380300957593,-16.71631667077812
0302000N0BG,0302000N0BGACBG,AirFluSal_Inh 250mcg/25mcg (120D),AirFluSal,Inh,250mcg/25mcg (120D),Fluticasone Propionate (Inh),6708.8,182,36.861538461538466,0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,Fluticasone/Salmeterol,Inh,250/25mcg120D,Fluticasone Propionate (Inh),68342.52,931,73.40764769065521,-36.546109229116745
0601060D0A0,0601060D0BTAAA0,Active (Reagent)_Strips,Active (Reagent),Strips,NA,Glucose Blood Testing Reagents,3213.85,182,17.658516483516483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703010F0AE,0703010F0BJAAAE,Femodene_Tab,Femodene,Tab,NA,Combined Ethinylestradiol 30mcg,1952.18,182,10.726263736263737,0703010F0AAAEAE,Ethinylestr/Gestodene_Tab 30mcg/75mcg,Ethinylestr/Gestodene,Tab,30mcg/75mcg,Combined Ethinylestradiol 30mcg,423.88,40,10.597,0.12926373626373788
0206020C0AV,0206020C0BNABAV,Viazem XL_Cap 180mg,Viazem XL,Cap,180mg,Diltiazem Hydrochloride,1496.18,181,8.266187845303868,0206020C0AAAVAV,Diltiazem HCl_Cap 180mg M/R,Diltiazem HCl,Cap,180mg M/R,Diltiazem Hydrochloride,2976.2599999999998,223,13.346457399103137,-5.080269553799269
0408010A0AC,0408010A0BBACAC,Keppra_Tab 1g,Keppra,Tab,1g,Levetiracetam,18605.6,181,102.79337016574584,0408010A0AAACAC,Levetiracetam_Tab 1g,Levetiracetam,Tab,1g,Levetiracetam,25012.78,1316,19.006671732522797,83.78669843322305
0601023AGAB,0601023AGBBABAB,Forxiga_Tab 10mg,Forxiga,Tab,10mg,Dapagliflozin,8015.85,180,44.5325,0601023AGAAABAB,Dapagliflozin_Tab 10mg,Dapagliflozin,Tab,10mg,Dapagliflozin,148699.18,3449,43.11370832125254,1.4187916787474606
130201000CD,130201000BBJPCD,Oilatum_Crm,Oilatum,Crm,NA,Other Emollient Preps,1055.7,180,5.865,130201000AACDCD,Liq Paraf Light/Wte Soft Paraf_Crm 6/15%,Liq Paraf Light/Wte Soft Paraf,Crm,6/15%,Other Emollient Preps,366.21000000000004,67,5.465820895522389,0.3991791044776116
1310011Y0AA,1310011Y0BBAAAA,Flamazine_Crm 1%,Flamazine,Crm,1%,Silver Sulfadiazine,1181,180,6.561111111111111,1310011Y0AAAAAA,Silver Sulfadiazine_Crm 1%,Silver Sulfadiazine,Crm,1%,Silver Sulfadiazine,510.41,98,5.208265306122449,1.3528458049886618
0601060D0A0,0601060D0DBAAA0,Element (Reagent)_Strips,Element (Reagent),Strips,NA,Glucose Blood Testing Reagents,2699.9700000000003,179,15.083631284916203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305020D0AA,1305020D0BBAAAA,Dovonex_Oint 50mcg/1g,Dovonex,Oint,50mcg/1g,Calcipotriol,2543.2000000000003,179,14.20782122905028,1305020D0AAAAAA,Calcipotriol_Oint 50mcg/1g,Calcipotriol,Oint,50mcg/1g,Calcipotriol,13472.87,732,18.405560109289617,-4.197738880239337
090402000A0,090402000BBQKA0,Complan_Shake Pdr Sach 57g (Sbery),Complan,Shake,Pdr Sach 57g (Sbery),Enteral Nutrition,2800.7,178,15.734269662921347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130202000AZ,130202000BBADAZ,Metanium_Nappy Rash Oint,Metanium,Nappy,Rash Oint,Other Barrier Preps,584.64,178,3.284494382022472,130202000AAAZAZ,Titanium_Oint,Titanium,Oint,NA,Other Barrier Preps,136.64000000000001,43,3.1776744186046515,0.10681996341782041
0604020U0AA,0604020U0BBABAA,Sustanon_Inj 250mg/1ml Amp,Sustanon,Inj,250mg/1ml Amp,Testosterone Esters,869.75,177,4.913841807909605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309000I0AA,1309000I0BBAAAA,Nizoral_Shampoo 2%,Nizoral,Shampoo,2%,Ketoconazole,764.67,177,4.320169491525424,1309000I0AAAAAA,Ketoconazole_Shampoo 2%,Ketoconazole,Shampoo,2%,Ketoconazole,10590.81,2728,3.882261730205278,0.43790776132014564
0102000X0AA,0102000X0BCAAAA,Fybogel Mebeverine_Eff Gran Sach S/F,Fybogel Mebeverine,Eff,Gran Sach S/F,Mebeverine HCl Compound Preparations,4540.64,176,25.79909090909091,0102000X0AAAAAA,Ispag/Mebeverine_Gran Eff 3.5g/135mg S/F,Ispag/Mebeverine,Gran,Eff 3.5g/135mg S/F,Mebeverine HCl Compound Preparations,4356.83,184,23.678423913043478,2.120666996047433
090401000AL,090401000BBADAL,Instant Carobel_Pdr,Instant Carobel,Pdr,NA,Other Food For Special Diet Preps,1533.5700000000002,176,8.71346590909091,090401000AAALAL,Carob Seed Flour_Pdr,Carob Seed Flour,Pdr,NA,Other Food For Special Diet Preps,203.70000000000002,24,8.4875,0.22596590909090963
190205500A0,190205500BCEUA0,Oilatum_Scalp Tt Shampoo,Oilatum,Scalp,Tt Shampoo,Other Toiletry Preps,1552.1299999999999,176,8.818920454545454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0101021B0AH,0101021B0BEAFAH,Gaviscon_Liq Relief Peppermint,Gaviscon,Liq,Relief Peppermint,Alginic Acid Compound Preparations,1203.14,175,6.8750857142857145,0101021B0AAAHAH,Alginate_Raft-Forming Oral Susp S/F,Alginate,Raft-Forming,Oral Susp S/F,Alginic Acid Compound Preparations,1010.63,350,2.887514285714286,3.9875714285714285
0206010K0AE,0206010K0CHAAAE,Xismox XL 60_Tab 60mg,Xismox XL 60,Tab,60mg,Isosorbide Mononitrate,995.85,175,5.690571428571428,0206010K0AAAEAE,Isosorbide Mononit_Tab 60mg M/R,Isosorbide Mononit,Tab,60mg M/R,Isosorbide Mononitrate,15891.73,1728,9.19660300925926,-3.5060315806878313
0407020A0AG,0407020A0BEADAG,Matrifen_Patch 75mcg/hr,Matrifen,Patch,75mcg/hr,Fentanyl,8367.48,175,47.81417142857143,0407020A0AAAGAG,Fentanyl_Transdermal Patch 75mcg/hr,Fentanyl,Transdermal,Patch 75mcg/hr,Fentanyl,5535.43,80,69.192875,-21.378703571428574
0601060D0A0,0601060D0DUAAA0,GluNEO (Reagent)_Strips,GluNEO (Reagent),Strips,NA,Glucose Blood Testing Reagents,3273.5899999999997,175,18.70622857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0604011G0BR,0604011G0BFACBR,Evorel 75_Patch,Evorel 75,Patch,NA,Estradiol,1705.68,175,9.746742857142857,0604011G0AABRBR,Estradiol_Patch 75mcg/24hrs,Estradiol,Patch,75mcg/24hrs,Estradiol,201.88,21,9.613333333333333,0.1334095238095241
1502010J0AY,1502010J0BBAXAY,Xylocaine + Adren_Inj 1% 20ml Vl,Xylocaine + Adren,Inj,1% 20ml Vl,Lidocaine Hydrochloride,349.35,175,1.9962857142857144,1502010J0AAAYAY,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,Lido HCl/Adren (Base),Inj,1% 20ml Vl,Lidocaine Hydrochloride,193,100,1.93,0.0662857142857145
0407020Q0AI,0407020Q0BBACAI,MST Continus_Tab 60mg,MST Continus,Tab,60mg,Morphine Sulfate,3453.3,174,19.84655172413793,0407020Q0AAAIAI,Morph Sulf_Tab 60mg M/R,Morph Sulf,Tab,60mg M/R,Morphine Sulfate,1493.18,84,17.775952380952383,2.070599343185549
090401030AK,090401030BCACAK,Juvela_G/F Mix Wte,Juvela,G/F,Mix Wte,Gluten Free Mixes,4424.7,174,25.429310344827584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
